GENE_NAME	human.mean
DDR1	1.865
GNL1	2.2325
TRIM15	0
FOXB2	0.04
TRIM40	0
DISP3	0.055
TBC1D8	18.1975
PPEF1	0.07
MOG	0.6575
CBY3	0.4225
AKT1S1	29.4925
GABBR1	10.81
C9orf135	0.2275
MALRD1	0.2225
RANBP17	0.6
FAM196B	0.055
TTC25	0.3775
NOS2	0.1575
HUWE1	45.58
MROH6	2.16
ATXN2	33.0925
DCTN1	83.8875
TCTN1	9.9725
FAM216A	3.4925
ZBTB48	14.9675
GPR20	0.4875
KRT40	0
LRRC3C	0
UQCC3	8.6025
GRXCR2	0.495
LRRC10B	0.51
FBXO47	0
C12orf73	5.4825
TRIM13	6.295
MS4A13	0
SPIRE2	1.7675
PABPN1L	0.0425
PKHD1L1	0.8375
SLC35B4	1.6975
FAM71F2	1.785
NOX4	1.6075
CDKL4	0
C4orf47	0.405
TRIQK	6.3275
ARID3C	0.005
C11orf91	0.17
ZBTB10	3.79
ACOX3	6.11
C4orf46	1.43
LGR4	7.7075
VIT	12.38
PDE7A	28.665
TMEM170B	2.3375
MTMR2	6.7975
SNX2	19.045
NT5M	6.605
TECPR1	10.12
C15orf59	56.695
CFI	8.1925
IZUMO3	0
ATP6AP1L	1.685
CCDC85C	10.3475
RGL3	15.98
NAP1L4	87.6475
CPT1B	155.1275
DENND6B	1.6275
LCMT1	20.245
MFSD2B	0.305
CDPF1	4.6325
LIN52	3.3675
TRIP6	20.3475
TECRL	182.8775
DPF3	12.3575
MANSC4	0.03
ETFRF1	20.175
ITPRIPL2	5.225
DENND1C	1.1075
DNAH9	0.075
ACHE	0.9025
C5orf51	4.31
PLPP6	0.965
GMNC	0.1075
TTC23L	0.0125
SRRT	41.9625
ZNF316	10.8825
ONECUT3	0.05
OLIG2	0.0125
C21orf62	0.1675
BAX	32.2025
NYNRIN	2.89
IFITM5	0
C18orf63	0.0025
DOK6	1.42
TMEM211	0.065
SERPINB11	0
SERPINB5	0.0275
NLK	6.315
RNASE13	0.0375
ATP10A	0.65
ANKUB1	0.03
TSSK2	0.265
PIGS	23.9425
LRRC30	0.025
TMEM200C	0.18
OR10C1	0
HACD2	4.375
CFAP44	1.3175
LNP1	1.6475
VGLL3	3.36
TRIM71	0.0075
ZCWPW2	0.8875
ADAMTS2	6.6375
COLQ	4.3125
SNORD58A	0
TMPRSS11E	0
ATXN7L3	15.98
SNORA56	0
KIAA0100	27.0075
UIMC1	11.65
SNORD101	0
MMP2	110.575
LPCAT2	4.19
GNAO1	7.29
RNU6-214P	0
OGFOD1	10.0625
SNORD15A	0
ADD1	91.4975
SNORA54	0.3775
SLC13A2	0.015
SNORD59A	0.5875
TXNDC16	1.375
NID2	19.0975
GMCL1	3.63
KLHL42	3.545
SNORD20	0.575
DNM1L	17.345
PTHLH	0.905
RNU6-925P	0
GAS7	30.96
PHACTR3	4.315
RNU6-959P	0
ERGIC2	21.94
TFAP2C	0.265
AURKA	1.9875
SNORD102	0
CASS4	0.2325
PIR	4.3675
SNORD73A	0
GPX3	888.99
DIO2	1.5225
DIO1	0.0925
STK38L	15.8825
SACM1L	10.1175
TSN	15.125
RFX2	7.9925
SULT2B1	0.0975
TRAV29DV5	0.04
TRDC	0.2975
ANKIB1	5.72
TRAPPC6A	11.9
ALG6	1.2925
IGHE	0.1775
CNOT3	16.325
RNA5SP372	0
GP6	0.595
PTPN4	5.3225
KHSRP	59.3625
SNORD72	0
GNA11	50.54
SNORD70B	0
EDEM2	8.74
DNMT3B	0.37
MATK	0.8275
REM1	2.36
SNORA53	0.6625
SNORD69	0
TPX2	0.45
PDRG1	8.2575
SNORD70	0
SLC15A1	0.1125
DOCK9	34.6675
RNU6-493P	0
RNF208	25.795
MAP10	0.4625
ANKRD10	36.97
ZNF580	22.115
SFT2D2	2.5325
SCAF8	6.3925
CFAP45	0.56
TGDS	1.5925
CRYGS	1.9525
KLHL23	6.2025
LINGO4	0.4
ASIC3	6.545
CCDC183	2.58
DNLZ	30.05
C3orf18	19.52
LTC4S	7.35
QTRT1	30.9525
CHUK	4.7125
MXD3	4.665
LCAT	21.05
PTPRCAP	3.2775
ARL2	109.7625
TTLL13P	0.07
CD79B	7.8025
TMEM40	1.2025
DNAJC9	3.1525
C8orf82	28.535
CPLX3	0.555
ZBTB9	0.0825
TMX2	38.08
NDUFS3	136.4375
KIF9	5.7025
GPSM3	0.2825
LAT	3.135
NCKIPSD	17.415
ATF6B	5.09
S1PR3	12.395
ARHGAP28	0.6675
SLC35F6	10.8475
DDAH2	2.1625
GTF2H4	0.6325
DDX47	9.44
CEACAM18	0
EMP2	41.0425
CRLS1	46.8675
CEACAM16	0.0325
SLC23A3	1.055
LTB4R	2.955
LTB4R2	0.59
DNASE1	5.4575
IRF9	25.6625
GALT	27.27
CLDN9	0.7575
ITGA1	6.6625
NUDT19	5.0275
AP1G2	15.455
NAXD	15.3725
PPP1R13B	37.3425
TM6SF2	0.4725
GANC	4.4825
REPIN1	49.0275
ATRN	10.245
ARL16	9.055
WEE2	0.0425
ALG3	14.145
SH3D21	1
C19orf38	0.4725
IQCJ	0.1875
FIS1	251.7625
NPS	0
MBLAC1	2.07
NEURL1B	16.1725
EFCAB9	0
HAUS3	2.185
VSTM5	0.0275
GNAT3	0.015
PLIN5	42.6925
STARD10	68.085
EML6	0.18
SCN4A	0.635
SLC4A11	0.38
AL161911.1	1.31
ARHGEF33	0.51
C12orf71	0
IFRD2	46.4075
AL096814.1	0.12
C20orf194	6.4975
FER1L6	0.1675
MTCP1	9.9675
DCDC2C	0
SMTNL1	0.12
ARHGEF28	1.3075
LRRC69	0.8
ISPD	1.29
COL28A1	3.99
GRID2IP	0.04
UBXN2B	4.695
EBF4	4.6125
MSMP	0.03
FAM166B	0.5375
GRXCR1	0
UBE2QL1	8.13
HOMEZ	5.2725
CPXM1	3.315
RNF212B	0.005
VPS16	13.805
ZNF407	3.7025
NPEPL1	23.2
SKOR2	0
SIAH3	0.02
EFCAB8	0.005
HMX1	0.0125
GCGR	0.0325
TMEM242	4.805
TNFRSF25	14.64
TSTD1	7.25
LZTS3	7.44
RPTN	0
LACTBL1	0
IFI30	27.04
FNIP1	5.0975
SP9	0.0075
F11	0.0425
TENM3	0.615
XRN2	11.985
LINGO3	0.13
VAMP2	45.345
ST7L	6.2875
SNORD100	0
SNORD111B	0
SNORD99	0
EBF2	4.425
FANCG	2.3975
AP4M1	9.07
TAS2R41	0
CEBPD	110.6275
OR6X1	0
TAS2R40	0
FXYD7	0.255
XKR9	0.5475
ESF1	3.74
SLC12A8	0.545
FADS3	48.875
OR4E2	0
PPT2	0.195
BTBD19	3.185
FAM185A	3.145
PSMB11	0
DCDC2B	0.1175
ANAPC5	30.155
SLC23A2	2.9025
SLC8B1	9.425
DZANK1	0.45
LHX5	0
TASP1	3.1175
GCN1	13.09
SNORA19	0
RNU6-402P	0
PXN	34.6325
RPH3A	0.33
RNU2-40P	0
PAX6	0.1475
TRMT6	5.6625
CHGB	4.0725
RNU6-284P	0
TBX5	22.5225
SNORD71	0
ERP29	36.5775
NOS1	0.15
VPS52	5.135
C1QTNF5	19.36
CPTP	40.0875
PRR29	2.2225
PRRT4	1.3225
TMEM233	0.23
MKRN2OS	0.8325
C2CD4D	0.1075
ZNF469	0.1325
MCRIP1	69.5475
RPUSD1	5.77
FAM229A	3.15
ERCC6	3.255
NOL7	25.1425
NTF4	0.54
ELFN1	3.6325
CROCC2	0.5025
LTA	0.0025
GRAMD1A	24.525
SCAMP4	11.45
RD3L	5.57
TEX46	0
MT-ATP8	17285.2225
TSTD3	1.0175
CLDN25	0
PROB1	11.91
PATL2	1.1475
NKX1-2	0
HEPH	8.02
ACBD6	0.87
CCDC192	0.1775
STMND1	0.395
PLSCR5	0.0025
C17orf105	0.18
SBK3	5.315
TAPBP	7.6775
TMEM114	0
C9orf172	1.4125
BTBD18	0.0775
KCNH4	0.16
TWIST2	2.5925
PIRT	0.025
AC092835.1	0.4125
CTXN2	0
TMEM229A	0.01
CCDC188	0.65
KBTBD13	2.7275
PINLYP	2.16
MCIDAS	0
C11orf94	0.095
IQCM	0.6625
HGH1	4.8475
PPP1R3E	3.4075
NFAM1	0.88
ANKRD34C	0.09
MFRP	0
RBM41	3.5575
B3GALT4	1.1575
ZBTB22	1.4975
CLEC2L	0.2525
BIRC5	0.5
TAS2R39	0
C3orf84	0.025
TRBV30	0.015
LAG3	0.3175
RGL2	5.9375
SHISA9	0.8425
OTUB2	0.1025
SNORD126	0
DDX24	56.7375
ZBTB25	4.86
SNORD97	0
NECAP1	8.4475
ARHGAP4	12.0175
SNORD19B	0
DHX32	11.9
SNORD10	0
RCOR1	3.3875
SNORD127	0
GPATCH2L	4.785
SNORD123	0
LTBP4	283.4575
TXNDC5	31.495
CASTOR1	6.825
RNF103	16.9425
RBM14	18.51
ASB14	4.2225
BLVRB	106.0125
TNFSF12	41.705
CDRT4	0.74
GET4	14.195
TEX35	0.125
SLC9A1	9.7975
PSMB9	2.5975
ACAD11	9.97
SPTLC1	14.17
LRRD1	0.0825
RDH14	18.9525
PLCXD2	1.3275
NSUN6	3.4275
HLA-DOB	0.04
YAE1D1	7.5575
CRCP	12.5675
RPP21	6.915
EGFL8	0.415
ARPC4	43.1125
CORT	0.24
CCNK	13.97
PISD	11.0525
HOGA1	5.25
PCBP4	37.8175
AMACR	2.6875
MTFP1	10.1975
MDFIC2	0.035
ARHGDIG	6.3925
ARFGAP3	10.27
CACNA2D2	2.1075
RGS1	2.3
MRPL20	88.525
SERPINB10	0.2575
DECR2	10.7075
YPEL3	104.5125
CCDC169	0.3225
STRC	0.115
VSIG8	0.13
KCTD7	4.165
EFNA4	1.045
TICAM2	0.53
C4orf48	4.9975
NAT6	5.8025
UPK3B	1.6125
WDR92	2.2225
TMEM35B	9.8825
ZNF512	7.48
DDOST	87.5825
TMEM199	10.255
P2RY11	5.5475
TMEM141	37.53
MAEA	34.9525
IFITM10	0.555
DBNDD2	204.435
LY6G6D	0
ETV5	2.8325
RAD21L1	0.01
CCDC13	1.05
ASPRV1	0.57
PTCHD4	0.445
CRYBB2	0.07
N4BP2L2	29.555
CEBPA	1.6875
UBAP1L	1.405
PGAM5	19.3275
STRN4	42.6225
TWF2	45.02
INSL3	0.8925
POU5F2	0.175
PCP4L1	0.415
ABHD14A	21.005
IRAK3	2.96
CCDC153	0.57
AC083902.2	0.37
TMEM150C	6.82
SPATS1	0
CLRN2	0
SI	0
FER1L5	0.08
HS3ST5	0.0075
PDCD6	32.1075
GBA3	0.0225
TERB1	0.52
BAIAP3	2.775
MUL1	16.575
YJEFN3	6.57
GIMD1	0
KIAA1456	5.8075
CDK3	2.1
GLI4	8.74
TFAP4	3.015
PRODH2	0
AC010255.3	0.0675
EXOC1L	0
SCARNA6	0.275
P3H2	1.69
SNORD79	0
CHRD	9.7625
TSR3	49.1875
RAB11FIP3	19.5525
RNA5SP180	0
GNPTG	35.3725
RNU6-1338P	0
MCOLN1	21.03
USP48	12.885
EFNB1	17.7075
PDPR	8.705
PIGQ	13.74
AARS	40.74
GLG1	28.98
RNU6-638P	0
RNU6-1012P	0
TNRC6A	15.6125
RNU6-531P	0.31
RNA5SP55	0
PLEKHG2	9.6775
DLL3	0.0075
PITPNM2	9.6875
EXOC1	7.1425
CRAMP1	4.4575
POU4F3	0.025
OSBPL8	7.775
NRON	0
RGS21	0
CCDC71L	2.0025
TMEM200B	2.2925
NRCAM	0.37
SERPINE3	0.2325
TRNP1	13.4375
SLC10A5	0.0825
ALG11	1.6525
LAMB1	69.0575
LYN	3.625
PINX1	2.8625
SLC26A4	0.3225
CHMP4A	32.7725
MEX3A	0.1125
SLC26A3	0
MPV17L2	9.0575
DPP3	6.8175
CCDC166	0
NOX5	0.0775
TEAD3	19.355
POLR2M	11.375
RAB44	0.06
TIFAB	0.01
CTSO	5.67
WDR7	4.53
SMIM3	0.36
HMBS	9.8225
SALL3	0.09
POLG2	4.5475
TRDV3	0
C11orf97	0
KIAA1147	2.97
IL5RA	0.1275
TAS2R38	0
CUX1	38.38
CLEC5A	0.265
CHURC1	25.0375
PDF	4.1775
RNASE4	15.4275
MC1R	2.89
ITGA6	17.8325
CEP95	7.2675
TMEM179	0.185
THTPA	9.1475
MRPL46	26.24
RAPGEF4	2.67
HOXB7	0.5375
FRRS1L	0.34
C6orf229	0
TLE7	0
XKR7	0.005
CLEC19A	0
ZNF865	9.3675
BOP1	NA
PECAM1	NA
SMPX	202.3875
TPBGL	0.145
GAN	1.0675
TCF24	0.8675
MMP12	NA
SPON1	NA
OVCA2	10.4625
MRPL12	85.255
GTF2I	NA
TMEM238L	0
SELE	3.915
SEL1L3	2.3525
IKBKE	NA
DYNLL2	62.62
MYH4	0.05
OTUD7B	NA
GJA5	NA
RBP3	NA
MYO15A	0.805
RNF115	NA
ZNF488	NA
SEC22B	NA
TXNIP	NA
SRGAP2	NA
BAHCC1	NA
ALKBH5	66.065
RASSF5	NA
STRADA	11.0875
PNLIPRP2	NA
MYO15B	73.955
FXYD1	323.565
S1PR2	2.7275
LIN37	4.5775
CCDC177	0.005
SLC6A14	NA
CALR3	0.005
TRABD2B	1.4575
SLC25A53	NA
EGLN2	38.1225
MEI4	0.2325
SRXN1	15.1275
CCL5	NA
LIX1L	NA
ORC6	1.44
SNORD11B	0
ANKRD34A	NA
ZFHX4	0.2825
NUDT3	14.785
KMT2B	3.525
DNAJC11	29.1875
SLC17A6	0
DOC2B	2.1075
DCP1A	NA
GRIN2B	0.0075
CWC25	NA
CPA1	0.075
EPOP	NA
LHX1	NA
CYFIP1	NA
CEACAM20	NA
ESR1	0.6675
SOCS7	NA
ADRA2B	NA
TMEM269	NA
RCC1L	NA
SEBOX	NA
DGKK	NA
U2	NA
HAR1A	NA
MLLT6	NA
ANGPT2	3.4375
SNORD25	NA
SYNRG	NA
NUDT18	NA
LENG9	NA
PRAG1	NA
TMEM101	12.6575
HNF1B	NA
C17orf98	NA
GRIFIN	NA
XKR5	NA
AATF	NA
TUBGCP5	NA
UHRF1	NA
ORAI1	NA
TADA2A	NA
PIP4K2B	NA
CCDC80	40.225
RAB7B	NA
DACH1	NA
PADI6	NA
PIGW	NA
SRCIN1	NA
GPR179	NA
PKD1L3	NA
GPIHBP1	NA
TRAC	NA
SRD5A2	NA
FMO3	1.95
PPP2R3C	9.525
MYO19	NA
SNORD1A	NA
GGNBP2	NA
C17orf78	NA
ACACA	NA
NR2E3	NA
MRM1	NA
JPH4	0.21
OR6Q1	NA
MYH7	7683.325
CEBPE	0.0775
FP565324.1	NA
TEX52	NA
OSGEP	17.05
SNORD98	NA
GKN3P	NA
FAM169B	NA
EXOC3L2	NA
SLC22A17	11.0375
AC069544.2	NA
SCFD1	12.045
HECTD1	40.3975
RPGRIP1	0.2525
TOX4	29.2775
GEMIN2	2.665
TGM1	0.5825
TINF2	15.3975
DAZL	0
KRIT1	8.825
TRPM7	9.16
TYRO3	2.4075
WDR76	0.6375
CAPN3	4.2225
SNAP23	18.9025
TBX15	0.8025
COL9A3	2.6875
E2F2	0.14
AGO1	4.4975
TEKT2	0.105
RFFL	4.59
UNC13D	6.2075
MFSD11	9.04
DPYSL2	50.45
TGFB2	1.0375
GPATCH2	1.7425
LRRFIP2	44.3375
SEC22C	10.575
XYLB	0.565
SYN1	4.2925
GABRP	7.35
CDC6	0.81
CDC23	6.5875
FMO2	30.4425
SUCO	4.14
DHPS	36.9025
HOOK2	47.9525
EPB41L4B	2.27
TMEM38B	23.17
CDKL5	1.15
NUP188	10.7075
CRAT	48.5875
SH2D3C	26.615
NANS	25.79
TBC1D2	2.6625
WHRN	0.815
SEMA4G	0.8975
BTAF1	5.355
CAMK1G	0.035
IKZF5	4.6275
TLL2	2.965
CYP26A1	0.0225
TDRD1	0.3625
SORBS1	125.445
CRTAC1	1.7575
BAMBI	8.3525
CREM	34.15
NUBP2	26.945
HIVEP1	3.735
TREM2	0.5975
KCNK16	0
FKBP5	94.78
BRPF3	8.1575
NADK	33.975
MRPS18A	31.34
PGC	0.08
EFHC1	2.1525
MLN	0
ITPR3	6.9725
ZNF184	0.79
DSP	83.43
TFAP2B	0.0025
SIRT1	4.255
HNRNPH3	137.91
IFT74	3.9725
JAK2	6.4475
SH3GLB1	41.0975
CDC7	0.885
SYDE2	2.1575
TNMD	0.26
TFAP2D	0
PCSK5	3.7975
ABLIM1	169.4025
ERMP1	6.3
NRP1	79.625
PRTFDC1	3.0475
PALMD	45.2675
TSPAN15	9.625
H2AFY2	6.3875
MYO9B	23.8225
FBXL19	3.515
STX1B	0.6775
HSD3B7	4.86
CYTH3	16.58
SETD1A	4.6525
BCL7C	17.1325
EFNA2	0.0075
CIRBP	159.4625
CBARP	1.48
IGFALS	0.2025
ADAM22	0.64
MARCH2	89.58
TECR	60.575
TIMM13	53.7025
MISP	0.005
CEP170B	6.855
POLR2E	116.695
POLRMT	30.525
HCN2	4.67
SYPL1	31.7625
RASSF7	2.5275
GADD45B	131.64
PALM	21.1175
MADCAM1	0.3675
MKNK2	134.29
ARVCF	12.4775
TRMT2A	21.4525
CYB561	9.195
ZDHHC8	23.165
KLHL22	12.9725
MED15	24.945
SERPIND1	0.1875
CRKL	16.1475
LZTR1	26.8
CECR2	1.8625
SPAG9	18.36
SF3A1	66.0225
CELSR3	0.1425
RNF215	5.175
SEC14L3	0.05
PPIL2	12.8425
UPB1	1.5375
YPEL1	2.83
PES1	19.98
AASS	9.675
PPM1F	10.6
TOP3B	6.4575
CRYBB3	0.14
CYTH4	4.81
ESS2	5.6725
MFNG	6.8325
CARD10	6.8875
GRK3	1.625
PLEKHG6	0.4025
PLA2G3	0
GGA1	23.115
SH3BP1	3.47
SEZ6L	0.09
HPS4	3.655
PIK3IP1	11.13
SRRD	7.8325
PATZ1	6.1075
GCAT	23.745
CRYBB1	0.47
MICALL1	8.3025
POLR2F	69.195
MGST1	56.41
SOX10	2.8
PICK1	15.8875
TTC28	3.865
SLC16A8	0.6425
SLC5A1	71.965
CRY1	4.81
KDELR3	3.505
DDX17	97.205
DMC1	0.5275
TCF20	3.8225
RSPH14	0.04
PGLYRP1	1.2275
FBXO7	20.2825
GTPBP1	24.225
TIMP3	200.8375
PPP6R2	31.0375
SUN2	67.645
CYB5R3	214.5075
NFIX	50.265
DNAL4	8.9025
C22orf31	0.05
LMF2	24.7725
TTLL1	5.495
RASL10A	1.52
AP1B1	16.7425
HMGXB4	2.91
TOM1	36.8375
NEFH	0.1175
THOC5	20.15
MCM5	8.4675
ARSA	18.355
MMP25	1.4975
TSPO	130.9825
RASD2	3.625
TTLL12	9.905
CBX7	39.5275
PDGFB	13.645
ACR	0.6
CABP7	0.05
ZMAT5	10.73
RBFOX2	29.6475
TAB1	11.645
ASCC2	26.6525
MTMR3	11.1825
MIEF1	7.3325
CACNA1I	0.0275
SAMM50	42.3275
PKD1	95.67
FOXRED2	3.2975
GRAP2	1.1275
EIF3D	57.725
SGSM3	28.685
PVALB	0.02
KIAA0930	14.165
NCF4	6.6125
MAPK8IP2	0.6175
UPK3A	0.05
KCTD17	12.025
IL2RB	0.4375
EP300	8.185
L3MBTL2	8.3075
CHADL	7.3225
ZC3H7B	23.145
TRMU	23.0225
PMM1	15.225
DESI1	18.28
CERK	34.2675
BRD1	8.2875
RHOBTB2	13.6375
ZBED4	1.965
MLC1	0.11
HDAC10	10.9025
KCNK10	0.0425
SDR39U1	55.21
RBM23	21.125
HEATR5B	4.535
PRMT5	35.5975
COCH	0.8825
AP4S1	4.07
VCPKMT	2.05
SOS2	8.58
PYGL	7.1575
TRIM9	0.8475
DDHD1	1.8075
CDKN3	2.0725
CNIH1	29.72
CCDC198	0.19
PLEK2	0.1775
PIGH	9.3875
LRRC74A	0
TIMM9	10.5725
GSTZ1	7.5125
KIAA0586	3.19
TMED8	1.835
SAMD15	0.1325
DAAM1	13.9825
ISM2	0.0425
SPTLC2	4.7275
RIN3	7.8725
LGMN	65.445
ALKBH1	5.18
CHGA	0.1975
ITPK1	49.125
SIX4	0.335
UBE3C	16.6475
GALNT16	58.11
CEP128	0.8825
HIF1A	22.8875
SUSD6	10.2875
SRSF5	151.2925
SLC10A1	0.05
SLC8A3	0.085
REV3L	6.935
DICER1	7.0125
ZFYVE21	34.505
TELO2	15.26
PCNX1	13.4675
BDKRB1	0.81
TENM1	0.0875
PSMC1	49.0175
RPS6KA5	3.165
C14orf93	3.3825
PSMB5	80.325
ACIN1	53
CCNB1IP1	24.4925
APEX1	45.0775
PAX7	0.0025
EFS	3.5
ARHGAP5	21.76
CINP	16.33
CPNE6	0.0975
CHD8	14.96
PCK2	3.445
MASP2	0.5675
PSMA6	73.2025
NFKBIA	74.51
EMC9	13.02
BRMS1L	4.7075
REC8	2.645
SEC23A	20.8975
GMPR2	25.605
PNN	23.735
IYD	0.0525
RABGGTA	12.7975
NFATC4	26.58
PLTP	101.5325
PCIF1	15.215
GSS	11.5575
MMP9	1.9075
VSX1	0.1075
PYGB	92.125
ABHD12	20.06
FAM76A	3.535
PROCR	9.73
CD40	8.355
UQCC1	38.655
ZMYND8	6.545
SGK2	0.855
IFT52	4.46
R3HDML	0.025
TRAF3IP3	1.2975
HNF4A	0.01
SLA2	0.4575
RIMS4	0.085
PABPC1L	3.1275
STK4	2.7575
ADNP	7.8275
POMT2	8.0575
PFDN4	9.24
DOK5	2.52
CSTF1	7.0875
BMP7	6.345
RAE1	5.88
DNAJC5	19.7025
NELFCD	20.49
CTSZ	121.6975
PRPF6	35.2825
VTA1	10.3675
TUBB1	0.15
HRH3	0.01
MTG2	19.555
SLCO4A1	32.1725
NTSR1	0.05
TCFL5	4.0575
MLXIPL	4.715
GID8	12.4
SLC17A9	1.3
BIRC7	0.26
NKAIN4	0.085
ARFGAP1	25.42
COL20A1	0.005
CHRNA4	0.185
EEF1A2	973.41
PTK6	0.33
BAZ1B	11.83
GMEB2	3.31
SPEF1	0.1925
ISM1	0.5
RNF24	3.3575
NDUFAF5	21.5475
SEL1L2	0.12
TRIB3	0.9525
RANBP9	12.755
RASSF2	1.965
ANGPT4	0.07
RSPO4	0.0875
CDS2	20.8425
HM13	48.09
SNPH	3.565
MYLK2	1.315
ETV7	0.2925
SEC23B	4.5175
FERMT1	0.2925
HAO1	0
PDYN	0
CCM2L	6.91
PLCB4	6.21
MYL9	701.1725
HCK	4.5425
TM9SF4	13.7125
TLDC2	1.9025
SPRTN	3.3825
POFUT1	10.4725
SAMHD1	24.1025
PAK5	0
KIF3B	4.1325
MROH8	1.7775
NOP56	37.6725
MANBAL	20.0275
MAPRE1	24.475
JAG1	10.5775
SNTA1	121.0975
TTI1	4.095
E2F1	0.9675
RPRD1B	13.935
PXMP4	3.8725
BPI	0.23
DYRK4	12.865
SLC32A1	0
ASIP	12.7
ACTR5	2.1225
WFDC2	0.835
PPP1R16B	1.6225
FAM83D	0.2675
DHX35	6.4025
DNTTIP1	12.205
MAP1LC3A	83.6825
SYNDIG1	9.7325
PIGU	6.8825
TNNC2	0.6875
ACOT8	21.11
CELF4	0.285
ZNF516	4.095
CDH20	0.0775
UQCRC1	605.1225
METTL4	2.705
LPIN2	3.3975
MYOM1	371.67
CEP76	1.825
ST8SIA5	2.8825
CEP192	4.43
SMAD7	10.8625
LIPG	0.4075
LAMA1	0.2925
RNF125	1.71
NOL4	0.12
MIB1	4.285
RIOK3	16.9475
CSTF2	2.665
VSIG1	0.105
GPR143	0.05
HHATL	261.535
PGRMC1	12.5475
POLA1	1.84
MID1	3.52
ATP1B4	0.1475
ALG13	11.7125
NCAPD2	4.7675
TLR8	0.225
AMMECR1	0.6525
WDR13	180.7275
SUV39H1	2.2125
SRPX	40.635
GLRA2	0.01
IFFO1	12.445
STAG2	11.14
MCF2	0.2325
F9	0
ABCD1	8.455
CCDC22	6.7925
CACNA1F	0.4525
SYP	1.9
BMX	0.9475
WNT16	0.0375
GIPR	2.6975
PLS3	21.5825
RENBP	9.255
SMARCA1	9.3175
MTMR8	0.2125
ZC3H12B	0.1225
RBBP7	47.2225
PHF7	4.2075
KCND1	0.595
SLC25A14	2.5275
FMR1	16.1525
PIM2	1.75
SCML2	0.5675
SLC35A2	9.1925
RS1	0.0125
SEMA3G	10.3675
EMD	41.8175
PHEX	0.0975
EEA1	2.9725
NISCH	32.2075
GPR50	0
RP2	1.525
JADE3	1.92
CDK16	126.4075
USP11	30.3975
PCYT1B	0.08
BRS3	0
VGLL1	0
CD40LG	0.1275
TIMP1	220.705
KLHL4	0.225
GABRE	12.56
FGD1	2.8975
PORCN	10.0525
KLF8	2.0375
SRPX2	7.8975
ZDHHC15	1.795
FUZ	14.285
CENPI	0.155
DRP2	0.04
RUBCNL	0.505
NALCN	1.855
FGF14	1.5975
SLC6A13	2.0825
HTR2A	0.08
FNDC3A	6.5875
MLNR	0.08
CDADC1	3.5525
CAB39L	9.34
KLF5	1.06
STK24	27.3
ACP5	3.25
DNAJC3	8.6225
UGGT2	3.1775
ARHGEF7	20.7475
FGF9	3.9875
SGCG	42.4575
PARP4	6.7
SUPT20H	10.41
MRPS31	10.6125
FLT1	16.2775
RGCC	42.2275
DGKH	0.9875
ACOD1	0
MEDAG	7.715
TSC22D1	133.925
ZNF200	1.91
MSLN	1.7275
ZNF629	4.3025
TRADD	7.655
HSF4	30.295
CORO1A	10.305
GDPD3	9.185
HECW1	0.245
CD4	4.395
ELMO3	0.8625
PHKB	25.5025
LYRM1	34.4625
CENPT	18.41
TSNAXIP1	0.645
NFAT5	3.43
LONP2	17.45
N4BP1	8.2875
CBLN1	2.3575
PLLP	3.065
ZNF423	3.795
CCL22	0.1725
CCL17	0.0575
CTCF	10.045
ACD	8.2675
POLR2C	27.775
BTK	1.2325
PARD6A	2.4775
ZNF821	2.06
MMP15	22.46
USB1	21.155
CCDC113	1.08
PRSS54	0.09
NME3	32.745
NDRG4	391.4275
HFE	2.52
SETD6	16.625
SLC38A7	10.6925
VAC14	9.01
HAS3	0.675
TANGO6	4.26
COG4	18.7675
SMPD3	0.9275
SLC7A6OS	6.8875
SLC7A6	16.3375
PLA2G15	12.2575
SCMH1	23.195
FA2H	0.155
WDR59	14.1175
MON1B	11.1575
AXIN1	10.99
HCFC1R1	49.3675
NPRL3	17.1375
MPG	36.02
FYN	34.2375
NECAB2	0.32
HSDL1	8.395
TAF1C	21.575
NAGPA	5.215
SEC14L5	1.9025
COTL1	18.6525
CRISPLD2	17.345
HIVEP2	5.2675
ZNF500	2.9375
LMF1	6.435
NARFL	13.615
MTHFSD	4.09
CLCN7	31.175
HAGHL	15.335
FAM173A	19.225
FMO1	0.3
SLC7A5	4.43
METRN	43.82
FBXO31	31.925
STUB1	95.86
RHBDL1	1.8425
NUBP1	22.15
ZP2	0
MEFV	0.8725
CRYM	50.1525
EEF2K	10.475
CAPN15	20.43
PIEZO1	38.73
PRSS33	0
LYPLA2	22.555
AQP8	0.015
CPPED1	5.185
USP31	8.7375
HMOX2	92.6075
BFAR	12.14
SALL1	0.2
TOX3	0.01
RBL2	16.175
CLCN6	7.0925
XYLT1	0.7425
RPGRIP1L	0.7925
STX4	36.78
CDIPT	92.5875
BCKDK	46.6
KAT8	32.9825
IL21R	0.1325
MRC2	22.4875
TMC5	0.05
CCP110	3.36
C16orf62	11.0475
SLC6A2	0.0275
RNF40	22.9625
AQP9	0.605
AAGAB	9.3925
LACTB	11.735
CORO2B	5.1075
CSK	21.7075
HERC1	23.89
MTFMT	10.075
RASL12	11.0225
ACSBG1	0.8425
IGDCC4	1.1225
RAB11A	59.5025
SLC6A7	0.005
CTSH	47.1575
TTC23	5.48
CD276	23.93
FAH	17.4525
RPAP1	11.385
EHD4	22.85
TMEM87A	9.165
ZNF106	127.2425
TSPAN9	48.43
CEP152	1.0725
ATP8B4	1.1
