GENE_NAME	human.mean
GPR37L1	0.1175
TMEM192	17.2525
NSG2	0.2175
SERPINA6	31.235
NIPA1	6.66
UBE2E1	36.1775
SIK2	9.8025
RNF150	5.39
VGLL2	0
HOXD4	7.0525
XRCC1	18.7475
CHRNB1	8.075
USP38	6.76
SLC16A5	37.2575
ANKK1	0.2375
ADRA1B	3.6125
ADPRM	2.3625
FABP6	0.6125
SCARB1	12.3625
PWWP2A	5.4275
USP50	0.14
USP47	15.9875
PDCD6IP	58.16
ZNF212	4.835
FAM161A	1.4275
ZNF282	8.48
CYP2W1	0.37
FAXDC2	12.905
CRTAP	72.3675
CNGB3	0.0225
CMTM8	6.9925
MCM2	3.5725
STX8	41.7475
NFRKB	8.2625
PRDM10	2.2675
FOS	41.71
SETMAR	12.84
MOV10L1	0.8975
EMX2	53.11
SEMA3E	0.1575
LRRN2	12.96
SLC30A1	9.6175
DCLK2	1.8025
GPRC5C	170.1325
TMEM182	5.845
PANX2	3.6275
VSTM2A	0
KRT78	0.0125
ADORA2B	0.845
METTL7B	25.3175
NFXL1	3.795
SELENOO	42.7175
DENND5B	2.665
CD14	18.2225
DNAJC18	3.3175
RIOX1	1.24
RALGAPB	9.8
SLC23A1	40.595
TP63	0.51
NPAS2	17.3625
KISS1	0.4825
LONRF2	1.15
PFKFB3	48.7175
TMC7	0.49
CACNG3	0.0075
ALPK1	5.465
CDH2	8.7925
IRX2	11.985
SIX2	0.3325
DLGAP1	0.975
NUDCD2	11.735
LLGL2	116.2925
IRF2BP1	16.415
HSPA4	34.2925
FOXA3	0.8275
SLC26A5	0.125
SGCD	0.2375
RNF34	19.8575
PDE8A	19.8
TRABD	24.535
CAVIN4	0.1175
ZNF296	0.8975
HOXB9	11.655
TTLL6	4.005
POLH	2.6325
SYT9	1.7875
CLCN4	3.13
KCNS3	2.93
KIF5B	27.1325
GPR37	0.2325
AKAP13	17.9075
CDCA4	1.9925
SDR16C5	0
DYDC1	0.33
CHCHD7	20.76
HTRA3	3.3575
NLE1	7.6025
FOXN2	2.7125
BFSP2	0.2225
FSHR	0.115
CEL	19.0725
PPM1D	4.38
KBTBD2	9.1925
RIOX2	13.17
KIAA0232	10.535
MTSS1	25.365
TMEM43	20.0525
RNF139	9.435
RPS9	1033.145
CYTL1	0.3275
FNDC8	0.0525
TRH	0.02
MSANTD4	5.88
OSCAR	0.7025
PAQR8	4.0525
TANC2	3.2925
PKHD1	6.1125
CAVIN3	14.915
DCDC1	0.3575
HAS2	0.32
KDM5A	7.98
PDGFD	3.6225
DDI1	0.0075
HS6ST2	7.4325
PYGO1	0.535
LRRC8E	1.5325
PKIA	3.5975
ADAM11	0.4675
OR13H1	0
FEZ2	23.235
ALK	0.0475
NIPAL3	11.6125
PPP2R3A	19.1025
MTM1	7.0125
INSR	22.3725
MFN1	10.8125
GIMAP8	6.285
NRTN	7.24
KCNMB3	0.8275
KCNG3	0.045
PRKCE	8.1
OR2K2	0
JAGN1	29.02
TADA3	39.6325
SOCS5	5.465
MORN4	11.9725
ZNF672	18.72
ZNF692	17.245
ABCB11	0
NAIF1	5.055
RBKS	16.68
GRIK1	0.1075
TRIM8	96.495
DHRS9	0.07
NETO2	1.7725
SCAND1	78.1225
LRG1	5.9625
SHCBP1	1.86
CD5L	0.07
SOSTDC1	4.4375
NPTX1	0.2075
GAA	66.605
CANT1	20.14
KCNK3	1.845
CHST11	5.375
CHD7	3.2075
PTGS2	1.055
LURAP1	3.6425
CLCN5	19.7275
KCND3	1.79
KRT9	0
PDE7B	2.7525
KRT20	0
GLOD5	9.6325
KSR2	0.8
MCC	3.88
ZBTB26	1.835
MAP3K13	13.705
DSEL	1.57
POLR1C	17.8525
ASXL1	17.3225
DLK2	0.27
ZNF318	4.4625
WIPF2	14.275
HOPX	3.9675
ST6GAL1	42.55
LRRC8C	1.495
MROH2B	0.005
OR1N2	0
COL24A1	0.3525
ETFDH	33.565
RXFP1	0.9625
LPAR3	0.0925
PTGER4	7.1875
OTP	0
ECEL1	0.8675
BCL2L1	109.225
FGG	20.575
AP2B1	53.4425
PICALM	107.5725
FGB	79.3375
PLRG1	24.3375
DNAI2	0.0175
NMUR1	0.3675
CLSTN1	107.035
NSF	13.3125
PIK3CD	4.0925
SLC25A33	6.2375
ENC1	3.2425
SPSB1	11.9975
P2RY6	4.9875
S100Z	0.0575
GPR82	0.5025
GPR34	3.77
ATF7IP	5.88
RGS19	4.19
TCEA2	66.77
ANO5	1.735
HDAC3	32.2975
SPATA46	0.2375
GPHN	20.5825
VAT1L	2.7575
CLASP1	9.915
TMEM51	24.4175
CAMTA1	89.305
LGALS4	2.2775
LRRC34	1.375
PAH	90.5875
SPATA5L1	3.66
GATM	439.6675
NXNL1	0
RASGRP4	0.7325
MRPS34	109.89
NHLH1	0.0475
SLFNL1	0.6975
BCL2	5.2975
RHNO1	6.8525
CTPS1	13.39
KNDC1	1.0075
METTL18	3.4475
COL8A2	0.385
NOTCH3	19.4275
PCDHB1	0.13
ANGPTL7	1.2175
FBXL14	6.7975
EXOSC10	18.7525
MLLT3	5.195
TRAPPC12	45.975
MRM3	12.6725
PTEN	17.96
PRNP	99.3575
ADRA1D	0.21
PPP2R2C	0.2125
FRMD5	0.34
AQP4	0.5875
TLN2	43.345
ZNF217	7.53
SCG2	0.2175
ATPAF2	30.7125
CYP4F22	0.2325
FOXB1	0
PPIH	16.42
C20orf196	3.6525
JMJD1C	13.465
SYNPO	52.275
THOP1	17.2475
GAP43	0.04
EPHX4	0.3825
LAMB2	307.635
USP19	28.3475
QARS	105.96
TAC1	0.765
CDHR2	33.95
KLF11	10.1925
LRRC15	0.045
EIF2AK3	8.2675
MOB3A	11.4725
NME6	10.0975
CD8B	1.0925
CALB2	0.185
SNCB	0.0225
SLC9C1	0.0475
FRMD3	7.4525
SNTB1	9.745
MTBP	0.76
MALT1	6.025
ISG20	4.995
TSG101	79.4675
MBOAT1	2.9475
ID4	13.7425
GPR22	0.155
CXCR6	0.295
CEBPB	23.2525
ATOH1	0
C5orf34	0.765
NEGR1	5.935
DPAGT1	16.95
BSG	676.255
HINFP	14.9025
OR10V1	0
CERS6	6.59
ATP2A3	7.845
SPTLC3	8.3775
B3GALT1	0.0775
OR5A1	0
POP7	25.0275
ALG14	4.1325
CA12	234.0325
SUCLG2	74.68
STARD5	1.5525
CSDC2	56.1425
IL16	2.255
ABCG4	0.1225
GNB2	162.0375
CFAP53	1.53
MCRIP2	78.1025
MGLL	53.5975
C2CD2L	17.0975
GNG12	36.2125
PRSS27	1.225
MYOZ2	0.35
SYNPO2	4.8425
DNAJB7	0.14
NTN4	55.325
EFCAB3	0
TTC36	31.995
RSPH9	0.5375
GTPBP2	18.5175
IL17D	1.015
OR5AR1	0
FUT9	0.0375
BCS1L	30.88
ZNF24	11.175
MANEA	5.8225
AFF1	17.5
ACOT12	1.385
FIBP	62.345
CARNS1	0.7675
NUAK1	2.7375
BANP	8.3075
PPP1CA	126.005
HCFC1	15.3875
FAM170B	0.0275
CTSW	0.8875
NIPAL4	0.1425
SNTG2	0.6575
FNDC9	0.25
PDE3A	2.065
ZNF263	11.31
DPP8	7.9475
RASGRP1	2.65
KLHL6	1.24
CHCHD1	35.365
MRPL52	81.195
SMPDL3A	13.76
RAD9A	11.465
EFEMP2	41.855
TMEM134	55.675
SLC24A1	4.6825
ZMAT3	3.45
ZFAND4	3.855
THEMIS	0.06
MOS	0
CORO1B	67.465
FUT10	3.2925
LRRC20	2.82
ZNF532	7.6875
MUS81	30.39
PURG	0.19
EFCAB12	1.15
SCARF1	5.5725
FAM192A	40.8125
RAB43	9.4075
FADS6	2.5625
RAB37	5.16
SNX32	0.4
CYP7B1	2.95
OVOL1	5.43
LMAN1	29.6025
CES4A	11.35
PDP2	4.8825
KRT2	0.015
METAP1D	2.395
EGFL7	49.7525
HACD3	43.11
DHCR7	27.995
LVRN	0.0525
NBEA	2.8925
MRGPRF	9.52
OXSR1	14.4175
IPCEF1	2.8675
LCLAT1	5.7075
KAT5	42.095
GXYLT2	0.5875
DCAKD	26.29
ARPP21	0.555
ZZEF1	8.2775
CCDC96	1.5075
RELA	38.9
EVC2	1.65
FAM222B	11.905
RXFP4	0
HPSE	1.45
NOX3	0.01
COQ2	5.0375
CCDC63	0
LRRN3	0.12
KDM2A	19.51
ADCK5	5.6475
NOC3L	2.48
RHOD	17.8925
RAPH1	4.355
ADCY5	10.565
ABCD2	0.05
AHSA2	29.835
ABLIM3	28.4675
CX3CL1	22.81
SLC12A1	195.72
MAB21L3	1.2425
VANGL1	3.2125
IQCB1	4.8375
SYT12	0.34
GOLGB1	23.715
C11orf86	0.7525
LIPM	0.025
GPR151	0
DMRT2	21.455
MYDGF	95.065
PLAC8L1	0.1475
GPR137	50.4075
SNCG	27.0175
MMRN2	16.2975
TNKS	3.8575
PPP1R3B	5.37
ANO8	4.5625
STOX2	1.94
MAP3K11	47.0525
TRIB1	12.26
SFT2D3	0.0525
C1QB	47.17
C1QA	50.245
NDNF	13.07
TUBE1	8.31
DAG1	30.245
INSM1	0.0075
NAA20	63.5125
CCDC36	0.35
ARHGEF10L	52.7375
EHBP1L1	11.31
TMEM196	0
SSSCA1	36.52
AGR3	1.045
PTPRM	36.8425
TXK	1.2825
VEGFB	119.7125
PEAK1	4.165
MST1	206.57
GMPPB	20.75
MOB1B	10.8125
SNX33	11.025
C2orf70	0.31
NABP1	13.095
WSCD2	0.985
ADGRF3	0.825
XCR1	0.0425
CCDC106	33.2175
CCR9	0.0775
CEP83	2.41
PC	107.405
KCNQ2	0.0725
SCAI	0.9925
GPRC6A	0.185
LRFN4	5.0675
TRAPPC3L	0.385
SLC19A1	9.685
HSPB7	18.3975
RCE1	10.5625
TAS1R1	0.0775
TACR2	0.2
BCLAF3	2.6775
PSMD1	34.835
ADGRG2	0.3275
MUC13	3.8175
SUSD5	0.92
HEG1	14.1825
WFIKKN2	0.0975
C1orf100	0.12
CD7	0.985
TOPAZ1	0
CNP	64.8075
JUP	111.4275
HAP1	0.525
SPATA20	38.935
TDRD12	0.425
ENDOV	17.22
RNF213	52.3175
KCNH6	23.1775
MARCH10	1.5275
PLK3	3.3275
DPY19L1	4.4425
SRI	67.4925
PHOSPHO1	0.6525
PHC3	7.505
GPR160	16.0175
CBX2	0.8125
SPTBN2	71.3475
GOLIM4	29.595
KRT28	0
C1QTNF1	11.8275
EIF4G3	13.7075
SWSAP1	2.25
SLCO4C1	7.07
LRRC63	0.05
TCAP	1.2225
CCS	47.4725
NUP37	7.5475
NRROS	1.45
KLHL15	2.1575
FBXO45	2.67
SPERT	0.0125
FAM46D	0
SLC25A30	31.335
CD34	31.9775
CTSF	61.7225
MSRB3	7.205
SEMA3A	0.085
C16orf91	10.5075
FAM174A	22.14
RGMB	3.1875
FAM53A	1.12
NWD2	0
CYB561D1	4.5
GTSE1	0.44
ZDHHC24	13.2875
TRMT10C	9.4075
SELP	4.64
CTU2	8.4
MGA	3.03
C12orf66	2.9225
SNX31	0.3375
PRPF8	83.0925
SEMA3C	4.85
DDX23	40.77
ZNHIT2	9.17
EVX2	0.005
ZBTB4	21.8675
ZHX3	17.715
PHLDA3	11.2875
SLC16A11	2.2125
SLC16A13	8.4475
CHRNA9	0
EXO1	0.315
RALGAPA1	8.5075
ACAT1	286.0275
LIG4	4.6325
TRHR	0
ABRA	0.12
ATP2A2	52.1375
ZWILCH	2.2325
VWC2L	0.0175
GRAMD4	12.455
GALNTL6	0.0825
LINGO2	0.2475
DENND4A	5.6525
SLC26A9	4.7
MFSD4A	36.3425
PELI3	5.2225
CACNA1G	0.11
CELSR1	16.1525
TTC9B	0.2725
MYO1H	0.0625
TMEM81	3.0725
IL20RB	0.2175
NPAS4	0.0675
WNT8B	0.56
ANGEL2	8.67
UGT8	12.3775
KY	0.595
IQCK	15.38
SLCO2A1	42.7425
BRSK2	0.455
LEP	0.245
SH3PXD2B	1.96
KIAA1551	7.395
NR1D2	6.4825
RPL15	645.82
FAM241A	4.145
HRAS	69.5575
WDR49	0.2975
SRP72	26.535
SLC25A40	5.8675
PCP2	6.1
CEP135	2.2625
FZD4	14.4575
DENND6A	5.855
PDE12	5.9825
TIMM21	25.965
CATSPERD	0.165
ADD2	0.0575
C3orf33	3.175
SEZ6L2	5.805
ASPHD1	3.8025
KCTD13	8.42
P2RY14	0.2475
AMZ1	0.2075
GPR171	0.09
GPR149	0
FGF4	0
CD164L2	0.605
FUT1	1.57
DHX36	11.9775
FBXW8	4.0625
CA5A	0.1075
KLC2	18.0275
SLC22A1	1.885
RASAL2	3.665
CHST2	5.54
ZDHHC14	10.335
ATR	8.67
GK5	4.3925
VCPIP1	3.21
RTP1	0
DES	31.42
VPS9D1	17.0225
SPSB4	0.9025
RAG2	0.1725
TRAF6	4.425
PACS1	30.52
WFDC5	0.035
SH3BP5L	16.2375
YPEL2	8.64
CADM2	0.0525
PSMD2	123.1575
PPM1E	0.425
INHBC	0.125
PCCA	106.0525
TNFRSF12A	28.9525
MARK3	42.4725
NPPA	0.275
ZNF408	4.885
CKAP5	11.7475
ARHGAP1	28.56
MED16	30.905
ATG13	30.1775
GAL3ST3	2.7475
CHST1	1.5
SLC25A3	412.275
VWA3A	0.1225
TP53I11	17.7675
DOLK	9.65
PHYHD1	67.32
ANKS4B	8.8025
FNDC3B	17.4125
GRAMD2A	3.915
ISX	0.0825
TMEM9B	41.55
NRIP3	0.8325
SCUBE2	1.655
FOSL2	35.61
SMAD2	28.07
CLTB	126.5225
LPL	9.275
RFESD	0.7775
TBC1D10C	1.4525
PPP2R2D	28.3175
MCTP1	1.3425
OR52W1	0.0725
DPP10	0.4975
CACNG4	0.045
GPR152	0
UBQLNL	0.2075
UBQLN3	0.025
LIPT2	3.3375
KCNE3	12.75
CABP4	0.55
LONRF3	1.38
UCP3	0.8275
FRYL	9.6575
UCP2	22.11
P2RY2	1.295
SUGCT	22.6675
CCDC85B	21.2925
TMEM131	10.705
TMEM70	16.0525
RPS6KB2	33.175
RMI2	2.63
TOM1L2	33.55
GPR156	0.145
B3GNTL1	2.895
FSCN1	12.565
NR2F1	19.41
AURKAIP1	166.68
TTLL11	2.14
PRIMA1	0.605
MOCOS	1.4075
MSRA	138.63
CTDNEP1	80.5625
ETV4	1.25
GAPT	0.6225
BAIAP2	62.0275
CREG2	0.47
DLX6	0.0325
PLD1	8.86
ZDHHC21	2.8425
TSPEAR	0.1325
PLEKHF2	12.2525
ARL4D	34.5525
DOK7	1.375
LRRN1	0.3475
UBE2O	7.5675
ORAI3	15.0375
KLHL38	0.0775
UNC119B	26.97
DENND2C	0.6575
PLEKHD1	1.38
ASCL3	0
TUBB6	32.3425
LYSMD3	9.595
AMIGO3	1.15
B3GALT6	9.5275
C11orf16	0.2375
TMPRSS7	0.005
JAKMIP2	0.37
TPRN	41.1025
ZNF683	0.225
CRYBG2	0.8625
DLG1	20.635
IP6K1	19.58
SSNA1	81.6525
CHMP6	18.22
MC5R	0
TMEM39A	8.785
TCP11L1	4.4425
GPX2	30.975
CCDC57	29.315
HSF5	0.03
BNIP3	59.5
ENTHD1	0
MYPOP	7.6325
LRRTM4	1.555
ATAD5	0.2975
SMIM19	34.115
OR11H6	0
RTTN	3.275
ANAPC2	28.63
SEC31B	4.5275
SLC35G1	1.13
ZSCAN2	7.8225
SART3	17.1925
B3GNT4	4.0025
HSD11B2	402.34
CRLF3	5.1175
RNPEP	31.7025
DMRTA1	1.44
ARHGAP15	2.3675
DNAJC30	10.08
VPS37D	10.995
SYNE3	0.62
CLK2	23.68
LPCAT4	12.4325
SLCO3A1	7.5675
PAX2	47.6475
DIRAS1	4.6375
PHLDB3	6.835
GNG7	9.6375
USF3	4.2175
OR4C3	0
MAP3K9	1.645
EXOSC7	41.01
CNTD1	1.4525
CNBD1	0.0575
KBTBD11	12.9975
B3GNT5	2.325
MAP3K19	0.0075
LMNB2	15.515
RMDN1	26.135
HORMAD2	0.0075
KIFAP3	17.2775
MYO1D	21
FOXL1	0.67
FOXC2	2.5475
BDNF	0.205
ACSF3	29.9325
BOK	23.7975
PFN4	0.37
CDK5R1	0.8675
TCERG1L	0.0275
NCKAP5	2.78
RUFY1	34.3275
MCM6	6.125
VSIG10	6.4825
IRX5	1.675
METRNL	77.2075
GRIN1	0.0425
PXMP2	83.8975
REXO2	91.95
OR51T1	0
MAMSTR	0.805
C8G	6.3
EFCAB5	0.2175
GCNT4	0.9475
MUC20	45.505
SHMT1	291.405
DPP7	108.105
SEC24C	40.5925
FMR1NB	0.0775
SMCR8	3.4
MTHFR	12.64
MTX3	1.6975
FBXO46	4.8175
ZDHHC13	4.4925
SLC38A9	8.95
ACER2	0.9625
WDR73	14.8625
POLE	6.5475
FAM109B	3.3075
SCN4B	1.3775
PTPN23	17.9075
ZDHHC22	0.005
ZBTB34	2.0525
ULK1	15.825
MLH1	16.065
RIMKLA	0.67
CLVS1	0.105
RPS6KA3	9.37
B3GNT8	3.0375
PUS1	13.0675
SPACA4	0.07
TRIM72	0.1
KCNA3	0.0675
GJD4	0.0775
KCNA2	0.02
TOP3A	9.615
CASKIN2	20.7975
ZBTB38	18.4675
C10orf71	0.2475
LRRN4CL	0.575
TIMM22	8.8775
PPFIA3	5.57
KLHL20	7.33
UBE2U	0.05
PAWR	12.235
TGIF1	22.5075
MIEF2	12.1025
NIM1K	0.325
ERICH5	5.36
RGS11	1.34
NR2C2	4.3575
OLIG3	0
CAVIN1	43.7925
RBM44	0.27
ZBED2	0.1075
IRX3	10.4375
SLC46A1	10.1175
ST8SIA3	0.005
OR2B11	0
RABEP2	22.5975
NHLH2	0
ATOX1	128.7825
FAM187B	0
SAMD12	2.735
PLXNA2	4.0725
JUN	35.525
PGBD5	2.0225
GBA	46.925
ACAD9	26.6475
MBOAT4	0.19
TEX44	0
AGTRAP	65.71
NAALADL2	1.7425
ANKRD13A	21.4925
FAM20C	100.9275
NECTIN3	5.225
TMEM94	48.6325
FLII	115.845
SOX12	14.2775
HNRNPA0	35.22
YIPF7	0.12
MYOZ1	2.48
ZNF518A	4.2625
TMEM187	7.325
SVBP	9.965
CCDC184	0.4375
ZBTB41	2.36
CAPZA3	0.2225
MAMDC4	5.7775
BAIAP2L1	6.8425
TRAF4	42.4675
IMP3	42.915
ODF3B	8.965
C2orf73	0.4475
PAG1	1.64
DMAP1	28.7275
CALHM5	1.235
ALS2CL	50.3825
MLF1	9.51
PRSS42	0.8325
NDUFAF3	130.8025
GPATCH1	4.9675
C2orf69	4.7175
GRAMD1C	6.8225
STAP2	55.885
TSSK6	1.5625
DALRD3	36.7375
ZNF518B	2.4675
AMER3	0.0525
ZNF366	1.1325
LCORL	2.415
PARD6G	5.67
ZC3H12D	0.8975
NT5C2	24.7975
PLEC	31.8175
SH2D4B	0.0275
RNF212	9.5125
PRSS36	0.985
GALNT11	81.4875
SLITRK1	0.0275
MCAM	19.9275
WDR6	80.3875
TMPRSS9	0.3925
AQP11	2.785
TMEM11	18.8225
KCNG2	1.8575
SHISA3	16.8
GPC4	24.68
CALML3	98.045
PLEKHM3	1.0425
CCDC185	0.025
FAM220A	5.4525
DNAJC22	5.49
NEUROG2	0
MBNL3	3.9125
BEND3	0.8625
NT5DC1	19.6975
GLDC	57.6725
MCMDC2	0.3275
P4HTM	46.5525
UCN3	0.565
KLHL11	1.17
CAMSAP3	24.065
AMBN	0
CA8	3.92
CD28	0.4725
EPM2AIP1	4.0425
ERBB4	3.2975
MAF	70.0625
CTNNBIP1	17.33
OTOS	0.1275
ERN1	4.5725
GPR35	2.9675
C10orf53	0.1825
CSRNP3	1.2375
PARP10	58.94
KDM7A	2.3425
XAB2	39.0625
SUZ12	7.5925
KCTD12	22.33
GRINA	288.01
THBD	6.8775
ERFE	1.0325
FAM219B	24.89
CPNE7	2.5475
RIIAD1	0.51
MPI	34.64
OPLAH	26.0575
TMEM139	37.7025
RNF186	57.2825
MSC	3.2175
APOLD1	5.7475
RFLNA	0.65
DPY19L3	5.34
NMRK2	3.09
FOXE1	0.01
PFAS	11.4525
HYI	72.2775
C17orf62	36.515
GAK	69.03
ZBTB7A	12.0825
DGKD	4.1475
ERICH3	0.055
RMI1	1.7525
CTC1	9.8125
SNX18	8.4075
EXD1	0.1475
CTTNBP2	2.7575
TAS1R2	0
C14orf39	0
KLHDC7A	18.2075
RRS1	10.28
EXOC3L1	5.8075
RCC2	16.895
ACTL6B	0.0225
CYC1	273.04
PER1	56.1275
RARB	7.4925
TMTC2	5.1525
FARSA	42.5525
C10orf67	0.9225
SAMD4B	50.335
ALOXE3	0.0275
EDC3	12.135
TCAIM	14.115
TOP2B	30.065
TMEM125	17.1
CALR	734.495
LDLRAD3	1.3775
CDH4	0.31
C2orf71	0.3625
TM9SF3	37.6625
GADD45GIP1	102.2675
DAND5	0.15
TMEM151A	0.07
PTPN11	25.58
NSUN7	2.73
CLK3	33.8425
ETV1	1.395
GATA2	18.96
ARID3B	2.2975
PACS2	34.015
EGR3	0.505
CATSPERE	0.41
GPC5	0.8475
VWA1	53.965
DNAJB8	0
GEMIN4	3.0775
FJX1	2.01
KLHL28	1.64
ZBTB18	7.3675
C14orf28	2.11
ALOX12B	0.4275
SLC17A8	0.0875
SHARPIN	61.8175
PPP1R12B	6.5725
DNHD1	4.15
SLITRK4	1.9075
HTR1D	0.0225
GCC1	5.5375
LSMEM2	0.29
RNF151	0.025
CIITA	6.2975
ZFPM1	2.565
PLD6	1.995
DNAJC10	20.3275
GPHB5	0
GRM8	0.25
CDC42EP4	24.665
ZBTB42	5.7
TPPP2	1.0575
FCER1A	0.2575
RPRML	0.0825
ARL14	0
PIPOX	119.69
FOXS1	1.4525
ATOH7	0.5475
CDH5	12.005
LRRC3B	0.01
IL4R	14.0425
SERTAD2	5.085
AKAP5	0.6075
GIPC3	1.8675
CITED4	16.615
C1orf194	0.0575
B3GNT3	6.7225
GPBAR1	1.4
PAK3	0.21
BBS10	3.665
PUF60	90.275
TSHZ1	9.675
PSTK	2.25
CAPN6	3.4
ZADH2	11.96
ZNF48	3.955
C3orf80	0.0875
NKX2-6	0
TMEM150B	6.84
TMEM86B	3.385
SEPT1	4.8075
TRNAU1AP	10.985
DCX	0.01
C12orf40	0
FAHD1	61.02
TDRP	7.9925
MYLPF	1.1425
F2	0.29
PRKRA	25.5925
ZNRF2	15.365
RRH	0.23
SLC9A4	7.665
FGD6	1.7725
ADGRD2	0
GPR139	0
PLD5	0.28
SPAG6	0.36
OAZ2	64.1775
PNPLA1	1.7575
ALX1	0.88
CCDC43	8.7975
KCTD4	0.0825
FZD2	2.295
TIGD2	2.67
CCDC129	0.01
EXOSC5	9.8575
HCLS1	15.8575
MTURN	42.03
ZNF609	5.94
CCDC66	5.1775
MCFD2	32.9375
HARBI1	1.8325
DYNC1I2	47.8925
SERTM1	0.0625
GAS1	10.5925
ARHGAP45	11.215
GLIPR1L2	2.7425
MIGA1	4.96
NRIP1	6.5
APBB1IP	2.965
BHLHA15	0.8975
RNF182	0.455
FUT7	0.0675
MB21D2	1.5775
GSX2	0
SSTR2	6.7675
PCGF5	18.97
SLC47A2	87.0375
YOD1	1.8875
TMEM64	7.865
SHISA2	2.09
S1PR5	0.45
FAM76B	4.945
CLRN3	21.455
GPR157	3.6725
CHST13	6.4175
AGTR2	0.0475
SLC36A4	6.3525
ZDHHC20	2.765
OR51E1	0.3775
ARSJ	3.665
SIRT6	15.0625
BHLHE22	0.095
MAP6D1	0.7575
GREM2	0.315
C11orf42	0.285
TYR	0
CAPS2	4.825
CUEDC1	30.3575
SCRIB	30.1
KCTD2	17.4225
D2HGDH	46.085
OXTR	0.225
CMTR2	6.28
FAM83H	11.38
GPR62	0.235
POLD3	12.435
ST20	3.81
OR52E4	0
MRPL14	30.935
GPR137C	0.3825
ACTN2	0.285
BBS12	3.98
LSMEM1	1.6025
NQO1	62.06
FKRP	11.57
TRAPPC5	148.95
CAPZB	121.8675
RPH3AL	14.22
SLC25A42	47.295
FCRL6	0.475
SLC26A11	11.6425
CHRM2	0
MAPK15	4.745
EHMT1	15.23
ADIPOQ	0.44
F2R	9.1075
MUC16	0.01
PENK	0.085
C4orf50	0.0825
ZNF746	6.045
POLR2A	43.65
NAALAD2	0.6075
TMEM132C	0.52
SLC25A41	0.23
TMEM136	2.0925
TMEM102	5.15
TMEM132E	10.0025
NME9	0.9825
HEPHL1	0.0475
LRRC75A	2.6925
JADE1	26.37
OFCC1	0.0875
CFAP65	0.35
OGFOD3	25.9675
AATK	1.9125
ZNF467	13.895
SLC25A43	6.5425
SOX2	0.045
RAP2B	3.2125
ZBTB2	3.26
ACBD4	24.345
SGSH	27.6
UBE2A	30.3075
MAB21L2	0.06
FANCB	0.0625
SETD2	12.23
TMIE	1.2725
MEX3D	4.3725
FGFR1	28.69
GPR135	0.66
P2RY13	0.305
TNFSF15	1.365
ATG9B	1.1175
GPR88	0.13
PLAG1	0.6825
YIPF6	12.5575
ZBTB20	3.8775
C3orf58	4.7175
C5orf30	3.2075
AMIGO1	4.1575
TMEM252	28.5525
ODF3L2	0.12
OR5AS1	0
SMC1B	0
SIAH2	14.01
OR6S1	0
SLC9A9	1.5975
LSM10	38.525
RELL1	5.7175
RFX7	1.9275
SLC35C1	6.475
TTC22	15.385
FBLN1	43.1575
TIGIT	0.38
SLC2A4	2.7125
IBA57	4.2475
CLDN7	71.2875
C5orf24	20.095
ADO	6.5325
OR4P4	0
ITGA8	4.345
PRKAG1	39.3125
NEUROG1	0
CCDC149	5.695
RTKN2	0.25
CHST15	3.995
CST7	1.625
USH1G	0.4875
MGAT4C	0.1
IDH2	368.06
TMEM259	115.6475
TMEM30B	10.0675
MAP2	2.36
DEXI	39.385
FAM89A	11.5025
KCNIP1	3.345
TDRKH	4.3
IST1	82.7675
ERCC6L2	5.205
ENPP7	14.3925
CREB3L2	13.79
P2RY8	1.3125
UNC5C	0.7425
TSEN54	20.3625
RGMA	2.0225
UBA7	24.0975
RAD51B	1.8175
EXT1	14.7275
MOB2	23.515
HHIPL1	0.315
BACE2	29.6375
UBE2E2	21.435
SYNM	5.4
ARAF	57.5225
KCNA4	0.165
NLRP10	0
FIGN	1.045
TMIGD1	1.065
MCCC1	38.68
GLTPD2	45.15
ZNF804B	0.0925
LAMP3	0.4675
KBTBD3	4.6
YBEY	15.9375
NXPH4	0.6
FAP	0.52
OTOL1	0
KCNK4	0.08
TSHZ2	0.6225
CAPN12	17.3075
XKRX	0.06
LHFPL1	0.085
PHTF2	3.34
NEBL	11.9475
FES	7.82
TBPL2	1.43
CAV3	0.0325
LIMK2	22.8675
MFSD5	16.7125
ADI1	164.4325
ACER3	5.9525
CLEC4G	0.33
NXPH3	0.56
CSF1R	9.24
EPHB3	2.62
ACTL10	0.67
EPGN	0.04
UBE2K	55.74
HS3ST4	0
TRAK1	18.915
TSPAN10	2.0875
PLCB1	3.555
SKA2	12.8425
RXFP3	0
CCDC172	0.085
PIK3C3	18.5475
NTM	0.6025
TTC3	18.6875
KCNB2	0
BRICD5	5.645
TSKU	38.63
RGS6	0.8125
HOXB4	2.8275
SLC35D3	0
PAQR7	32.6775
PAPPA	9.99
MAFA	0.2825
GRID1	0.375
TIGAR	6.5125
CCDC87	0.1575
C1orf116	5.155
DDX28	4.56
ACBD3	15.4775
PLCXD3	2.6825
VMO1	3.0075
TULP3	13.5625
LCK	1.6625
GALNT9	6.29
RBM10	21.7025
ADGRG3	0.6475
TCHHL1	0
RGS7	0.845
SYNJ2	2.4625
SLC25A18	2.3525
C11orf54	105.94
CEP63	11.9675
OTOP3	0
ODF3L1	0.1125
GJC1	1.2225
SOX1	0.01
CNOT10	11.975
MTA1	34.6025
CADM1	15.4225
PYCR1	3.27
NAA38	145.99
PPP2R5C	40.055
SLC25A21	2.6675
PCP4	45.57
