GENE_NAME	human.mean
ABAT	55.3125
CAMK1D	1.085
RBFOX1	0.3625
LYSMD4	3.8825
WBP2NL	0.6
NKX2-5	0
AFMID	99.195
GAS6	85.4275
FREM3	0.025
BEGAIN	0.41
FAM43B	1.05
CSMD1	0.32
CALHM3	0
PTGDR2	0.3875
CEP57L1	3.3575
FANCF	2.99
GABRR3	0.0075
C2CD4C	0.405
EDN1	3.4125
PRR36	1.8625
DDX41	55.67
ABHD16B	5.9225
CCDC60	0.1275
CCBE1	2.555
MLLT10	10.565
ZNF623	3.2925
CCDC125	4.495
REC114	0
BCOR	9.2975
JRKL	3.5675
CABCOCO1	0.6625
OVCH2	1.815
SYNDIG1L	0.245
FHL3	5.785
PMCH	0.0275
TMEM89	0.285
C19orf71	9.315
CCDC159	25.49
RIPK4	14.6525
ADCYAP1R1	0.055
LRIT3	0.205
GRIN2A	0.175
URAD	0.04
ASB7	3.84
SH2D7	0.0375
GPR132	2.43
FGF20	0.01
MEX3B	0.2475
FAM46C	5.23
COA5	36.0475
UTP11	10.7325
PSMG1	23.4425
PRR14L	4.8525
ACSM5	22.8775
C10orf120	0
IZUMO1R	0.11
PCBP3	2.4525
P2RY10	0.04
PGPEP1L	0.235
ZNRF3	8.6925
FBXL7	2.4275
GKN2	0
FAM167B	16.215
MRPL54	78.55
ITM2A	12.735
ZNF438	2.4325
HMCES	26.0825
CCR3	0.0325
RP1L1	0.2725
C11orf88	0.1375
MARCH11	0.2025
KLHL25	2.475
NRDC	50.5825
FAM19A1	0.1875
GPR1	0.185
RFLNB	5.975
EFHC2	0.7525
NOG	0.2775
OPCML	0.31
CMTM4	36.8775
TMEM50A	49.18
NPBWR1	0.005
CBX6	19.535
MACC1	3.64
TBL3	26.575
ACP7	0.5925
KREMEN1	9.4225
TRAIP	0.775
CHEK2	3.2975
FOXL2	0
KCTD16	0.22
B3GALT5	0.0925
ZNF703	4.01
SLC35F3	0.3325
TUBA8	1.6975
EMILIN3	0.7675
TNRC6C	2.315
OLFML1	2.47
CCR4	0.3675
ANKRD45	0.805
MAATS1	2.6925
CBFA2T2	5.48
FAM3B	13.7325
IQGAP3	0.2425
TOB2	22.955
SCN5A	0.04
ARSI	1.0225
LRRC55	0.1675
BRINP1	0.9075
DNAH2	0.355
SH2D1A	0.13
SDR42E2	0.0275
PRKX	10.84
KCNH8	0.03
PP2D1	0.105
NPB	0.0725
ITCH	9.665
ST6GALNAC3	4.14
TMPRSS2	52.91
DENND5A	20.49
VPS33B	9.955
TBX1	0.275
ADAP2	5.6975
FAM120C	2.29
PKD2L2	0.745
NIPSNAP1	87.7825
CNTN2	0.0725
LRTOMT	15.5425
KCNQ3	0.32
ADRA2C	14.505
NR2C2AP	8.0075
TP53INP2	29.6275
CRELD2	35.9225
GPR173	1.1025
SNRNP35	23.1625
DGAT2L6	0.025
SDF4	148.9675
IRAK1	42.1775
CMSS1	9.2925
OLIG1	2.425
PCDH9	1.3925
OAF	102.1725
ALDH1A3	8.07
HIST2H2AC	1.12
KCNK12	0.0425
HIST2H2AB	0.085
ENPP4	11.5775
USH1C	101.1725
MYH7B	1.65
POU6F1	8.55
TM2D3	23.9825
TSSC4	21.875
TACSTD2	69.8025
SIX6	0
PRKD1	9.7525
ZDHHC23	5.94
BPIFB2	0
SLIT3	10.6125
EFNA5	4.9875
MAP7D2	4.39
CSF1	8.695
TP73	0.165
COLEC10	0.2925
ACTRT3	1.615
PLA2G6	27.9575
MAML2	4.1675
SS18L1	7.835
COPB2	50.04
LRRC19	10.7075
TOLLIP	103.7425
KNTC1	2.8625
CCR10	1.6875
NCMAP	0.6525
BPIFC	0
WDR27	12.575
TXNRD2	33.3325
FOXO4	13.8525
POU3F2	0.0425
PTP4A3	20.6875
UBE2D4	13.995
TMEM255B	7.3475
GAST	0
NUTM1	0
HDDC3	24.275
DHRS7C	0.0475
CLUL1	1.815
DUSP8	3.1975
SOCS3	14.3925
SLITRK6	0.1075
LPAR5	0.775
XPOT	10.6475
TMEM173	19.0075
PDE4B	1.935
FAM19A3	0
RUNX1T1	1.3625
C14orf180	0.655
SNN	11.9975
KCNH7	0.0225
NELL2	0.7925
MED12	13.24
SEPT9	81.1875
CDH17	0.3475
AMER1	1.375
ZBTB40	5.2125
CLDN6	0.11
LRRC26	0.0675
SERINC4	0.0225
FAM110C	7.3325
ATL3	11.2025
NDUFA12	105.435
UBE2G2	48.2225
SATL1	1.455
OSBP2	3.8675
TUSC5	0.5625
FKBP7	3.745
PRR16	1.025
TMED9	125.195
DRD1	0.0975
SDR42E1	2.8575
RBM33	12.01
BTBD6	24.41
OSBPL6	1.24
H1FX	51.1425
RBM43	2.205
IMMP2L	18.1075
JAG2	5.785
FMNL1	4.705
PTRHD1	23
WT1	13.0625
SLC1A3	2.4075
NOC4L	12.775
NDUFA6	144.1775
CHRM5	0.05
SORCS2	6.2
TMEM121	1.52
TMEM106A	19.865
SIVA1	51.7925
XRCC5	83.54
DGAT1	37.1375
RFX6	0
AP3M1	12.57
F8	7.715
CA13	4.34
UBOX5	3.8225
MAFF	4.9275
LXN	7.54
BRF1	19.9325
LRRC14B	0.1475
SEMA4B	29.23
NELFA	17.805
SLC24A3	1.2775
SGCZ	0.1
EFCAB10	0.22
MKNK1	15.8525
FLRT2	1.8975
INTS5	8.5375
MANEAL	3.35
ADSSL1	23.0325
FAF1	24.5275
MYADML2	0.02
TNS1	61.5275
HSF1	57.575
PURA	16.995
INPP5J	31.5225
NPY2R	0
MFSD6L	1.1425
DDX51	9.31
NRBP2	36.935
PRSS57	0
TNFAIP2	21.095
MC2R	0.04
RAB11B	135.0925
PRMT3	5.02
PRPF39	8.8275
PPIL6	3.4875
UBALD2	56.695
TEX33	0.045
CDNF	3.2225
NOTUM	0.415
KLHL33	0.215
GALNT17	5.5875
CDC14A	2.5825
ZBTB37	1.255
NUPR2	9.68
CCDC137	10.41
ARL15	10.0125
SCN10A	0
CDK10	71.4375
SOCS1	6.815
TCN2	160.885
GAS2L1	14.61
ATP6V0A2	4.6725
TEDC1	3.1125
HGS	45.6725
TNFAIP8L1	10.155
RAD51D	6.28
MAPK11	6.585
TARSL2	5.7225
IFNLR1	2.2825
FAM174B	5.0675
ZSWIM9	4.345
TMEM179B	43.9175
PARPBP	0.4675
ROR1	1.2325
MUC1	303.595
FAAP100	12.74
L3MBTL1	4.6875
CIC	28.2325
LMNTD2	7.3725
PDE6G	1.3875
NR2F2	55.43
DLK1	0.765
TLCD2	0.8625
LSAMP	1.6
OLFML2A	3.5375
DBX2	0.135
FAM212A	2.9275
PDIA2	0.17
LMLN	2.565
P4HB	469.63
PSMD13	77.1375
FDFT1	67.29
PBX1	20.97
SHC4	1.52
ZFP36L1	81.065
NTF3	1.6175
BRWD1	7.5175
POU3F1	0.0875
SNAI3	0.485
MORN5	0.965
C6orf201	0.235
MYBL1	0.8225
C16orf52	5.2725
DRG1	38.5975
OPHN1	3.36
ANKFY1	11.095
YTHDF3	20.06
NRG3	0.5
SRL	1.35
CXorf38	4.2375
KCNQ5	0.05
AFM	10.1175
KCNIP4	5.3625
WDR53	5.435
IKZF1	0.91
PCYT2	96.555
NAT8L	13.2025
GNB1L	2.1275
CCDC190	0.04
TMPRSS11B	0.085
THNSL1	3.3775
TRIM69	20.8575
SCGN	2.6425
PRSS38	0
LAMP1	276.0575
POMK	0.9225
C16orf54	0.3975
KLHDC8B	21.2075
KLHL34	0.04
SETD4	8.0525
RTN4RL1	1.265
TBXA2R	3.6475
CARMIL1	9.405
CALHM1	0.04
NKAIN3	0.3
IRS2	2.6475
FAM186A	0.165
PGM1	56.1275
BICD2	10.0525
TMLHE	10.075
GRK1	0.085
RASA3	3.0375
LRCH3	8.935
LEMD1	0.7825
DDX1	44.8225
ATP4B	0.26
DLEU7	0.165
TAL2	0.3975
C15orf41	2.93
ZPBP2	0.0575
DNM2	114.23
KRT5	1.18
GSAP	8.12
AGBL4	1.6375
CYP2R1	6.6775
ANKRD46	15.0875
PIP5K1C	13.525
TEX38	0.175
EPB41L2	16.025
ZBTB6	2.7725
C2orf76	7.775
UBL4B	0
RIMS1	0.02
CCDC84	13.3725
BCL9L	12.7875
KIF18B	0.1675
FFAR4	0.15
BPIFB3	0
BPIFB4	0
EDARADD	1.3425
MOXD1	9.9975
SLC51B	13.3275
SOWAHB	4.2925
KLHL32	0.86
MKL2	4.395
GPAT2	0.595
TOR3A	15.64
GABRA5	0.0375
PPP1CC	45.0925
OR10T2	0
PRELID2	1.0525
BACE1	14.49
RGS9BP	0.365
TMEM212	4.24
SLC36A3	0.0425
SLC36A2	46.8375
THBS2	3.7475
RXRA	41.56
ANKRD37	8.695
NUDT17	1.9725
KIAA1024L	0.08
KRT26	0
CCDC30	5.6025
NKRF	3.6575
KEAP1	45.0425
GLDN	0.665
KPNA4	13.0575
TRDN	0.075
RGS7BP	0.7525
MYT1L	0.105
PTPRH	0.05
ZNF396	2.63
TMEM222	37.24
ARHGAP30	2.2225
SMYD4	3.44
FOXD2	1.325
GPATCH8	7.7825
CEACAM19	4.11
NF2	17.66
DCT	0.0575
SPATC1	0.59
UBE2H	34.4625
HPDL	0.2725
FSD2	0.085
ARAP1	42.335
KIF24	0.635
SLC35C2	25.54
C17orf58	4.3025
BCDIN3D	3.23
CYP27C1	0.115
LYRM7	3.655
CCDC73	0.1825
MPPED1	0.1025
FSCN2	0.685
FOXE3	0.145
HYAL3	1.4325
VSIG10L	1.34
ZNF397	8.8875
EPHA6	0.095
TPCN1	76.2925
TNFRSF4	0.5975
HEXIM1	14.3075
SELENOV	0.065
KRT14	0.0625
TRABD2A	1.29
PDZD7	2.195
POFUT2	13.92
SCTR	6.03
ERCC6L	0.015
TMEM17	1.29
TNFRSF18	0.145
FGF3	0
C1QL4	0.215
ZDHHC17	8.865
RFX3	1.325
SERPINA11	0
P2RY4	0.0225
ZNF395	18.4925
ZACN	7.235
PPARA	21.69
TMEM232	2.005
EFCAB6	1.3825
RIF1	2.62
KANK3	9.2625
EMID1	7.655
ESPN	135.1825
PNLIPRP1	0.2775
PTRH1	37.72
GPR141	0.21
TMPRSS6	0.115
TMPRSS11A	0
C3orf70	0.5925
TEAD1	9.7425
ENTPD5	38.8925
MITF	11.505
SLC4A4	87.685
HEATR4	0.7575
SLIT1	0.06
LYPD6	0.68
VSTM2B	0
ANGPTL5	0.0375
SMARCA2	38.4075
SHTN1	11.4625
SESTD1	8.4475
FNBP1	12.525
DYNC2H1	7.96
KRT12	0
RDH8	2.0225
RSBN1L	4.78
NPSR1	0
WDR86	2.2575
EPOR	12.08
DCC	0.2825
SESN1	10.1275
CHP1	62.7675
KCNJ11	2.2125
CDHR4	0.4425
COL4A1	36.555
PLEKHG7	0.1675
GJA4	12.9
MID2	3.3125
HSPA14	8
ATP13A5	0.075
SIRT7	20.6375
AGMO	1.77
SBK2	0.02
TLR5	2.3775
USP7	26.56
NANOS3	0.3275
NHLRC1	0.725
PLEKHN1	0.3675
ZNF385C	1.35
TET3	1.2275
COL5A3	0.605
MYMK	0.38
SAMD11	10.88
PERM1	1.0575
C5orf52	0
HAPLN4	0.6225
ERC2	0.56
B3GLCT	3.47
SPRY4	6.555
TRPV2	3.72
AC112484.1	0.2425
C2orf88	8.6125
TMEM203	27.615
SLC18A3	0
KBTBD12	0.8275
THSD4	4.6525
DNAJB13	0.475
GABRD	0.245
NHEJ1	16.2525
FANCA	3.825
SECISBP2	23.905
CPB2	0.04
OR52B6	0.05
SEMA4D	24.0025
LIN28B	0
FAM69C	0.1225
DNAH17	1.0775
MCRS1	41.2025
TMEM72	54.0875
COX10	8.47
CHRNA3	0.1275
CARD9	1.0675
PEAR1	5.45
TMEM202	0
HELT	1.245
TMEM220	8.1
PLSCR3	21.745
EIF4EBP1	24.04
P2RX2	0.3925
CCDC157	3.595
TTC24	0.105
FYB2	4.43
CNOT4	6.3725
LRRC74B	0.2
DMBT1	0.0775
LCN10	1.2675
LDLRAD2	1.39
PSEN1	27.4875
CYHR1	40.0725
COL14A1	5.82
DNER	12.885
CPSF4L	0.0425
PLA2G2C	0.1425
ZSCAN23	0.195
RINL	5.0025
TPRG1	0.5525
CPOX	6.0875
MORN2	31.6225
RILPL1	9.34
C19orf67	0.0775
ARL4C	2.475
CLDND1	24.8575
WNT7B	1.53
PRSS45	0.5325
PLA2G4E	0.0325
EYS	0.7
MOK	13.57
C6orf132	4.4975
TMEM215	0.005
COL4A5	7.3175
AGRN	62.36
NHS	3.5575
OTOG	0.06
FAM166A	1.0175
ZC3H6	1.2125
LAMTOR4	162.21
PRKAR1B	25.3925
DCUN1D3	4.205
RBL1	0.6875
HYKK	6.955
C15orf62	1.4125
RUFY4	0.12
LRRIQ4	0.0225
C3orf62	2.5325
ENO4	0.64
SLC38A3	22.5125
FOCAD	7.49
PRR19	0.56
IGSF9B	0.585
JAKMIP3	0.065
SELL	2.1425
NDC80	0.5025
CERKL	4.745
SLC24A5	0.43
IER5L	10.08
INSC	2.0175
SERPINA5	161.7375
C19orf54	7.7225
LCTL	0.095
NCCRP1	1.5125
KRTDAP	0.095
AP4E1	1.6075
COL25A1	0.9975
FAM83G	3.2175
DUSP28	3.2325
NBR1	42.0975
RALGAPA2	8.6075
NDOR1	5.67
RSBN1	3.9525
PAQR9	0
NANOS1	1.2125
HMX3	0.095
MAGI3	5.2325
S100A16	62.18
IDO2	0.19
SLC4A5	1.7775
AFP	3.5675
UROS	40.325
ZDHHC9	25.56
DUPD1	0
OSTN	0.0925
VWC2	0.0625
FAM221A	3.945
TMEM120B	6.92
COL4A4	7.955
RBM34	24.255
NOXA1	10.4075
BCL2L15	1.155
OPTC	0.115
PLET1	0
ADRB3	0.0725
TCF7	1.1675
SKOR1	0.1975
CATSPER4	0.0125
PRELP	6.64
PLA2G2E	0
TMCO2	0
SHISA6	0.75
TMEM201	6.35
OSTM1	13.5825
HMX2	2.3025
SNTN	0.0975
CNR2	0.1575
SLX4	1.2875
GLRA4	0
ENTPD8	5.555
BEND4	0.0075
FAM78B	0.7325
CDH7	0.0775
TMC3	0.075
FBF1	6.755
MSL1	28.4675
LRRK2	7.38
BSX	0
GJB3	0.1875
FAM196A	0.355
IMPG2	0.0975
HACD4	1.075
MSANTD1	0.255
AADACL3	0
NELFB	31.8675
PCNP	52.82
LRRC66	0.5125
ZNF292	4.0375
KCTD21	5
ADAT2	1.785
ANKDD1B	1.195
EXD2	9.38
RNF222	0.11
RELN	0.6725
APOD	34.25
ARID2	3.6975
SF3B3	49.0875
IL1RAPL2	0.11
SP6	0.6225
NKAPL	0.6225
FSCB	0.005
CLDN4	60.46
MEF2C	4.7725
JPT1	54.6325
S100A13	96.2425
PCDH18	2.62
MAOA	167.045
PTPRC	2.6175
GJB5	0.3325
FHIT	22.9275
ALKAL2	22.13
LIN54	3.195
FAM180A	2.4275
CACNA1S	0.1075
S100A14	10.145
KAZN	13.185
TOGARAM2	0.5775
NEMP2	1.9825
KIAA0408	0.2075
MMP23B	1.55
SH2D5	0.61
RASSF10	3.4775
GJB4	0.05
SYCP2	1.2
IL1RAP	3.125
PTPRT	0.05
MYBPC1	0.1225
PAX5	0.01
SPOCK3	0.305
TDRD7	4.3225
CCDC189	6.75
KIAA0895L	15.3575
MYT1	0.0575
SPATS2L	71.655
STK17B	3.18
WDSUB1	10.4525
S100A4	48.735
PLEKHG4	1.4525
FAT4	1.3775
KIF19	0.1275
STK40	37.965
TMEM63A	36.9275
CTSE	0.27
SEMA4A	11.2325
SRGAP3	3.9475
FAM217B	2.9825
SUPT5H	73.9125
XPNPEP3	5.6925
OR10S1	0
GRM7	0.035
SUPT3H	5.19
ATP2A1	1.4425
STK31	0.2525
NLGN3	0.66
JMJD4	8.455
CPNE4	0.35
NTNG2	0.6225
ELAVL3	0.04
LONP1	97.5725
TRRAP	5.285
FUT4	1.36
DUSP12	7.915
ASB13	49.4725
SLC35F1	0.245
PTPN1	44.76
EVL	54.1175
AACS	16.705
THEM5	0.8725
EPHB4	32.7625
PRTN3	0
TSC22D2	10.205
CRYBA4	0.0575
ASMT	0.02
KIAA0141	42.3175
YRDC	6.5875
ZNF777	6.285
PIK3R4	10.2
RFX8	0.0625
FGF16	0
SLC13A1	22.6475
SIAH1	11.8475
C20orf96	8.475
ESRRG	11.6825
IPO4	31.91
NCOR2	46.49
PRPF40A	16.4925
GDAP2	4.58
CADPS2	17.6075
ANAPC7	28.505
AFAP1	4.205
MYO18A	26.14
BORCS6	10.2725
MAN2A2	23.0475
MME	115.1225
CCDC196	0.3125
CACNA1H	15.71
SULF2	98.3475
LAMA2	3.57
PLXNB2	168.0575
AJAP1	2.365
XRCC2	0.5125
MYO6	78.8525
MKL1	9.2325
SEMA3F	23.7325
ARHGAP44	3.025
HDAC2	32.4025
TCF4	4.4025
WNK3	0.7925
SDHAF3	19.78
RABL6	58.905
ZKSCAN5	3.5725
HSPB11	11.815
SLC30A10	0.005
TECPR2	6.35
FAM180B	0.0125
ERI2	5.1675
TOMM7	187.7425
HSH2D	1.025
ZNF512B	9.4225
ALKAL1	0.0325
DAPK1	14.0225
ATP8B1	4.815
POU3F4	0.7075
TLE1	10.225
MAML3	1.6875
STRN3	11.6525
CHRNG	0.0175
IL12RB2	0.3625
MVB12B	2.745
C6orf106	50.8
ARID5A	7.5625
PPTC7	8.1525
KRT39	0
TOMM20L	0.2175
NHLRC2	2.5825
SMARCD3	21.785
KIAA1211L	5.045
LAMB3	5.6
KPNA5	2.4025
ARHGEF12	37.8975
HCAR1	1.0725
PDLIM7	27.54
WDR70	10
TMEM26	2.21
FAM3C	31.935
NOP9	10.1325
SLC39A10	5.3625
AP2A1	53.435
FUT11	11.16
ANXA4	129.51
FYB1	1.345
SERTAD1	8.28
ZNF398	3.005
ANXA6	115
GMFB	14.8675
SIGLEC15	0.3775
MAFG	11.4525
ARRDC1	29.9625
KIAA1671	8.895
KRT35	0.0125
IGF2R	33.7525
GAL3ST4	1.1925
SLC6A17	2.0575
STRADB	33.6075
ZGPAT	35.86
SLC25A29	59.605
PGAP1	1.1825
SRC	26.0325
PCNX3	17.555
ACSL5	6.2725
LRRC8B	1.79
ELAC2	32.1525
BZW1	36.3075
ABCB8	24.2075
SND1	66.4025
NEK5	0.7425
PSMD12	24.57
ADGRA1	0.775
PIWIL2	0.3125
CYSRT1	3.17
SLC22A4	7.275
PGR	0.4425
TBC1D9B	61.8775
KANK2	50.0675
GTF2E2	14.0975
IL27	0.015
GUCA2A	0
SYNGAP1	2.175
FITM2	7.9575
BLM	0.2275
TRIM33	9.2425
LRP10	82.465
PELI1	5.32
ME2	13.5525
MRPL21	52.34
FBXL22	0.6525
C5orf22	7.455
HTT	16.4975
OR6N1	0
C5AR1	8.0975
DCHS2	0.095
VEPH1	11.13
OR51D1	0
CCNT2	6.6025
IPP	7.3425
OR13G1	0
MAP3K5	8.5425
OGDHL	256.36
CYP2F1	0.3425
STMN3	9.59
FAM135A	8.055
PDGFA	15.0325
COL13A1	0.8375
ZNF628	2.85
SLC2A10	1.595
RPF2	7.4725
SLC28A3	0.1025
FAM177B	0.12
MIB2	45.175
COL19A1	0.805
OR6Y1	0
MYO5A	4.26
GZMM	0.545
ATG7	10.14
SIPA1L1	20.1775
SSPO	1.55
ELANE	0.2125
RAB40C	18.805
PIGN	6.2125
TOPORS	5.6775
BCO2	4.15
ENTPD6	48.685
DMBX1	0.025
OR11L1	0
ENPP1	3.725
CCDC154	1.295
C5orf42	2.885
MFAP5	2.2075
CDC42SE1	26.7525
PDCD1LG2	0.3625
SCIN	35.8025
SPTAN1	56.3475
NMB	6.05
PARVA	39.99
KLHL14	4.12
KCNK2	0.2975
PHF2	9.0275
LHFPL5	0.45
HOXC6	5.645
TXNRD3	4.33
STPG3	4.9225
MAP1LC3C	0.5
SERTAD4	0.8425
EME2	4.36
KLHDC1	2.8325
OR52M1	0
CCDC180	4.1425
SLC9A8	6.0975
TRAF5	3.175
OCLN	7.065
C4orf22	0.345
FAM212B	3.2575
ADAMTSL2	11.1675
SGTB	1.6675
ZNF790	3.2675
FAM49A	1.01
MYO1C	61.3375
MRPL22	33.3525
NKIRAS1	8.65
KIF13B	21.685
NRAP	0.09
GEMIN5	3.06
TEAD4	12.53
SPG7	49.58
HES5	0
ERO1A	8.8625
PLCG2	27.5775
FCHSD1	4.325
DNM3	1.5175
OPRK1	0.03
MBP	19.7575
ELOVL2	0.0625
KEL	0.2675
NFE2L1	247.8375
IRAK4	6.3875
CCDC151	2.4325
DLGAP2	1.2475
ZNF335	6.1525
MAK16	5.0975
SEMA5B	2.985
ZNF667	1.7325
GRK6	11.8925
MARCH5	17.235
ZBTB14	4.7
CD2AP	16.685
GSK3B	8.9375
SFI1	14.0375
TMPRSS11F	0.01
TOR4A	3.305
HIBCH	43.4975
ITGB5	87.62
TMEM229B	1.6875
MAN1A2	10.5225
SVIP	11.0825
DDRGK1	76.6825
ERC1	9.4875
RPS6KL1	4.2975
CACNA1E	0.7275
QRICH1	20.6325
CSF2RA	2.8525
DDX42	37.0175
XPO1	28.54
HELZ	4.12
TMEM116	21.685
UCKL1	28.5225
OR5B21	0
CARD11	0.98
SDAD1	11.11
ZKSCAN8	3.6775
TMEM239	0.0325
HYLS1	2.28
MYL4	0.4775
PIM3	66.23
ASPH	34.9525
SPRED2	10.315
WWP2	37.17
GFPT1	12.1175
UVRAG	6.6975
TMEM207	3.385
ITSN2	14.1825
NTRK1	1.585
MGEA5	38.9775
TXNRD1	42.08
NRARP	2.655
TPM2	103.17
SH3BGRL2	11.4125
YTHDF2	22.9625
DOPEY1	4.3175
ATL1	2.3075
CNGA1	2.9975
MAFK	18.2675
C1orf228	1.6225
GPN1	19.395
PLN	7.3475
ITGBL1	2.1125
KCNRG	0.3525
LYRM2	10.91
WDHD1	0.7875
DDX39B	26.195
SLC34A3	40.0225
RD3	0.0525
ARC	0.55
BCKDHB	13.44
ZNF536	0.06
MMP17	0.605
BAZ1A	2.985
CCDC69	7.9225
MDM4	6.1775
RYR2	0.1075
FAM3D	1.8
NCOA6	10.0525
STK39	7.21
TAT	0.135
KAT6A	6.8675
C6orf89	23.435
FAM19A2	0.5575
OR10G6	0
TTC37	13.725
TUSC1	10.5275
PAPSS2	17.79
SLC9A6	4.955
ABCA4	2.835
PNPLA4	35.4225
ZCCHC6	5.3425
IPO9	12.395
MT-CO2	32128.655
GLMP	68.2875
TOGARAM1	4.5325
DLL1	3.75
ANKRD13B	1.075
TEX45	0.4575
MT-CYB	21549.0175
PPP1R14C	4.9425
CTR9	16.595
SMOC1	1.2975
F5	2.07
LRRTM3	0
ZNF652	10.185
GRHL2	3.1075
SMURF1	7.2125
GPATCH3	8.71
CDC42BPB	37.96
PLXNB3	1.095
COLGALT2	0.6975
EGFL6	0.2025
MT-ND2	19161.725
TNPO1	18.29
APCDD1L	3.27
RCSD1	4.75
RASSF9	0.985
FAM169A	2.595
ZNF830	8.08
GRIN3A	0.085
TMEM184B	17.675
MTOR	17.8575
PLOD1	63.655
SCAMP5	24.3
ZNF521	2.2875
ALPK2	7.845
BRINP2	0.025
LRIG2	2.4075
MT-CO1	27558.5675
PAX9	0.045
FOXJ3	9.295
CD247	1.0125
GRM3	0.135
CHAMP1	5.51
GJC2	0.7575
ITGAE	15.295
DENND4B	18.3325
RYR3	0.4075
ZNF277	9.5625
MT-ND3	20632.0275
DUSP27	0.0375
ARHGEF15	10.2675
TOX	1.6425
DIS3	6.615
RUSC2	10.51
FICD	4.7025
R3HDM4	33.245
LTN1	3.6975
RUNDC1	9.8675
CCDC152	1.3575
STKLD1	2.095
GRK5	4.9875
DCAF12	9.9525
ASB12	0.1275
MT-ND4	30490.555
SMC5	4.66
TDRD3	7.7375
SHISA4	12.9775
CIPC	7.4075
TOP1	26.9575
MAP3K3	17.24
L1CAM	24.7875
NUFIP1	1.795
POU3F3	19.765
RASGEF1A	1.405
DZIP3	4.7925
KIAA0753	3.8925
DCLRE1A	2.0325
ATG9A	30.51
APRT	104.3175
PDS5B	6.3225
MT-CO3	34532.74
SOWAHA	4.835
L3MBTL3	3.1175
DMD	6.72
NAGA	21.03
SMG5	43.2775
KIF1BP	12.415
OXCT1	24.8875
TGM2	107.2675
RORB	0.34
SGMS1	14.475
OR10R2	0
OR10Z1	0
EPYC	0
CYLD	6.41
SNORA21	0
SLC27A5	19.2425
SNORD9	0.71
ADIPOR2	19.66
SNORA31	1.6525
FAT1	64.7225
CHMP2B	20.01
RNU6-1128P	0
STARD7	70.8625
NOA1	6.7775
HAL	0.0675
APLP2	359.7275
FAM234B	4.9875
SNORD1B	0
EIF3I	102.4075
NKAIN1	0.2475
SNORD44	0
COL16A1	5.0275
TXLNA	18.395
UPP2	19.6775
AGBL5	27.45
SNORD35A	0.285
EFR3B	0.3375
KIF3C	2.3975
RAB10	55.73
HADHA	168.5325
MAPRE3	25.905
CAD	14.1675
SNORD18A	0
CD82	34.335
BCORL1	4.3475
ATRX	7.8
MYNN	5.515
MECOM	27.405
SCAMP1	12.1575
PREP	9.825
HACE1	6.3775
CFTR	0.98
WDR47	6.265
RNU1-24P	0
WDFY1	12.445
SNORD73B	0
SLC25A24	9.5475
MAP3K4	8.7925
IGSF9	0.4025
ZNF213	6.2625
RNU4-75P	0
PROM1	13.305
CPNE3	24.315
RNU1-93P	0
RRN3	11.5725
WNT11	1.085
MTIF2	14.245
SNORD52	0
RNU6-967P	0
RNA5SP363	0.295
EPS15	15.095
RNU6-619P	0
ORC1	0.495
RNU6-580P	0
SNORD38A	0
MGST2	55.1
CHERP	18.915
7SK	81.3625
POMGNT1	47.0475
RAD54L	0.855
SNORD82	0
B4GALT1	32.0175
CHMP5	47.7375
RNU4-2	0.5825
EFCAB2	8.715
COX20	40.35
NFX1	12.625
STUM	2.4775
CAPN8	1.835
TATDN3	10.35
C1orf53	3.0175
SAMD5	7.79
GJE1	0
ECT2L	0.1325
METTL11B	0
FAM229B	21.09
FANK1	5.6325
DIMT1	7.9725
DDO	9.095
PLPP4	8.1375
RBM20	1.0675
IPO11	8.19
C6orf163	0.6425
GDI1	89.2575
PCMTD2	21.1325
SOX18	18.3125
C1orf146	0.04
FOLH1	11.0025
C10orf62	0.455
SAMD13	0.8225
CCDC160	2.2075
EFCAB7	2.995
GLYATL3	0
ZYG11A	1.26
EIF2AK1	43.6925
GLT6D1	0
LRIT2	0
LRRC73	2.275
NME8	0.0475
FOXO6	0.7575
MAFB	14.295
TRAF3IP1	13.005
GIGYF2	30.17
EPDR1	15.1325
NHSL2	0.36
PHACTR4	10.195
ZDHHC18	6.585
GPRIN2	2.34
SNX10	43.8025
TMEM57	8.385
ZDBF2	0.91
TXNDC8	0
AWAT1	0.015
DAXX	9.1325
BMPR2	7.8475
TCEA3	48.0675
PFDN6	13.345
RING1	0.5
HSD17B8	8.13
RXRB	0.7475
COL11A2	0.0425
BRD2	22.32
COL5A2	2.89
PSMB8	3.9175
MRPL28	85.4925
NOTCH4	4.265
PAFAH1B1	39.4975
PBX2	7.345
AGER	1.105
RNF5	20.6825
AGPAT1	22.1375
PJVK	2.5225
PRRT1	0.3025
MRPL38	65.27
ERICH2	1.12
ITPKC	10.5875
SP5	0.54
STK19	7.345
BTBD17	0
DXO	8.825
SKIV2L	10.0125
EHMT2	2.0225
FAT2	0.3175
LAYN	2.655
SLC44A4	11.64
NEU1	6.33
VWA7	2.33
MBD5	5.53
MPIG6B	0.04
LY6G6C	0.005
ABHD16A	3.225
CSNK2B	11.26
GPANK1	1.6525
C6orf47	1.1025
APOM	0.8775
ERO1B	5.94
PRRC2A	7.915
NFKBIL1	0.0925
CCHCR1	7.4725
PSORS1C2	0
ZFAND6	42.595
CDSN	0.0525
C6orf15	0
DHX16	3.0125
C6orf136	8.2275
MRPS18B	15.615
PPP1R10	2.2225
